"","RTENAME","RouteID","evd400m","evd1km","evd4km","evd5km","evd8km","evd20km","lvd400m","lvd1km","lvd4km","lvd5km","lvd8km","lvd20km","pwt400m","pwt1km","pwt4km","pwt5km","pwt8km","pwt20km","pwm400m","pwm1km","pwm4km","pwm5km","pwm8km","pwm20km"
"71","DEATH VALLEY",14124,123.564862616509,123.234026415745,117.025654276951,117.337547014283,117.838552780064,122.047798474609,125.102363819773,129.631365761663,133.47762815568,134.866898711403,139.084497839019,138.240541066757,194.219104849411,189.834327772149,204.584076157573,206.070825624369,225.002293147806,347.452705270256,38.8438209698822,37.9668655544299,40.9168152315147,41.2141651248739,45.0004586295612,69.4905410540511
"72","MARICOPA",14125,156.06120377801,155.408828236614,146.605213472829,144.12010234294,138.989532875128,132.958181140563,187.364217081497,196.493026084796,169.2599713609,161.183610936956,150.091931962457,150.123851941435,653.223653842933,655.867754240377,656.66147966065,656.910593725098,663.740400366322,693.745780616326,130.644730768587,131.173550848075,131.33229593213,131.38211874502,132.748080073264,138.749156123265
"73","KELSO VALLEY",14128,115.250346761375,116.467887581284,120.492591121121,120.948931869418,119.696330405784,118.400004312675,129.185952167314,126.335594029285,128.501508643046,129.477791018726,131.737616549887,136.499560656842,1367.30793810752,1286.43563654924,1408.15435136734,1406.34428044313,1330.86242953961,1325.17089169953,273.461587621504,257.287127309847,281.630870273468,281.268856088625,266.172485907922,265.034178339906
"74","MT BALDY",14129,105.500486630504,104.392242934641,106.530176886937,108.090956744639,111.86713114202,115.39102787068,106.817134125752,106.318537605352,107.970640110991,108.280059362455,112.995626815475,120.796943815921,2884.35343174753,3050.58295023702,3102.37909574534,3073.08847611059,3119.88772837915,2809.21643232996,576.870686349506,610.116590047405,620.475819149068,614.617695222118,623.977545675829,561.843286465991
"75","GREEN VALLEY",14130,123.957217731895,121.662716743767,120.903453495019,120.197303475123,123.338813175573,124.74504323879,112.579666813669,115.055337047209,122.070008489354,122.280594172718,123.575628745452,127.76939803146,2349.81280846393,2168.79912719317,2343.57439096159,2229.31244832585,2214.90874389588,2035.36542790717,469.962561692785,433.759825438634,468.714878192318,445.86248966517,442.981748779176,407.073085581435
"76","KINGS CANYON",14132,117.250784754062,115.766228140949,115.763816431596,115.970388933977,117.196457364736,120.936456436386,115.599821503975,115.524472176561,115.302356534612,115.427677121052,115.980763528258,116.018461826268,4117.16226103491,4109.30629193434,4083.34141134535,4150.26573174616,4157.25600755467,4439.08045309595,823.432452206983,821.861258386868,816.66828226907,830.053146349232,831.451201510934,887.81609061919
"77","ELIZABETH LK",14133,116.099087089912,117.259484672859,116.573314351906,116.299637010308,117.414677890388,116.555349738561,152.904325894362,159.513293187583,169.272637686143,168.464793138663,164.088225386081,156.204578269203,1867.13967542485,1844.34005492242,1794.02116179054,1826.41847521613,1768.17292693674,1828.5913535468,373.427935084971,368.868010984484,358.804232358109,365.283695043226,353.634585387348,365.71827070936
"78","LAKE CACHUMA",14136,116.086547366223,115.33093522677,116.807095439011,117.119561906323,117.625914863648,117.900553085868,138.843035998756,138.406423888786,131.854464121463,130.859505085321,129.428772309449,131.559967305767,2870.84504413384,2869.94215300012,2939.10643938594,2901.43784541843,2908.76175609197,2821.71868491494,574.169008826768,573.988430600023,587.821287877188,580.287569083686,581.752351218395,564.343736982988
"79","GREENWATER V",14139,131.509910127799,134.101808811445,132.098122089859,131.683241176776,127.804080357501,122.479930716122,186.546686635628,174.572641399778,169.808532883811,167.786846717681,162.228868081057,154.513248139483,358.787145658678,364.92406961526,373.078509261159,379.8379616742,376.553177842648,347.147124468889,71.7574291317355,72.984813923052,74.6157018522319,75.96759233484,75.3106355685296,69.4294248937778
"80","CARRIZO PLN",14140,115.844807257263,115.283912949821,117.981492554495,117.625275402469,116.079170545491,116.271807205878,NA,NA,NA,NA,191.280817734332,198.311266121428,1312.54736182516,1092.71807527194,1219.64292296374,1221.49420816793,1280.82823132048,1373.64119901599,262.509472365032,218.543615054388,243.928584592749,244.298841633586,256.165646264096,274.728239803197
"81","WHITE RIVER",14141,115.076816604841,115.208554804784,117.764186411631,119.533708166919,122.552148314001,120.685098846937,130.170444885522,133.577442951157,137.812550478248,135.663018487812,130.725370198522,130.868471991473,2654.19780665107,2360.83262765901,2569.9930281449,2372.7961247355,2502.49759000258,2497.47400094225,530.839561330213,472.166525531802,513.99860562898,474.559224947101,500.499518000517,499.49480018845
"82","MT PINOS 2",14142,129.17935856892,125.162778260169,118.158936409175,118.042975391777,117.918246032941,119.589237591425,118.014229244575,115.232484803689,113.937869943909,113.395892647102,116.96844235184,116.356256182863,1609.09746665998,1707.15376702007,1644.18633483912,1648.24910485104,1600.80530322955,1579.78580038647,321.819493331996,341.430753404015,328.837266967825,329.649820970208,320.161060645911,315.957160077294
"83","SHAFTER",14145,126.416185070291,124.701111159319,126.33606728384,126.079077283354,125.94684123109,129.501920197739,140.063132539361,140.122732376658,139.185049191055,137.731587595012,134.114475445893,135.798496758779,767.496378565055,747.783532831419,746.312207697524,750.666062586902,742.588018057839,736.536859404145,153.499275713011,149.556706566284,149.262441539505,150.13321251738,148.517603611568,147.307371880829
"84","ARVIN",14147,120.025286730848,119.716589471388,120.477546193456,120.750016688962,121.614826714845,121.814554248153,121.718164789791,120.796273809461,123.877934494376,124.134766996276,126.673349633509,131.486380793901,764.949448676463,763.993368121979,790.899644752136,792.516905919386,820.631082876624,888.347604133325,152.989889735293,152.798673624396,158.179928950427,158.503381183877,164.126216575325,177.669520826665
"85","LIKELY",14151,107.366777257905,107.814827972945,108.113362520634,107.940638565833,106.70005974586,106.599480264524,106.682086179616,106.223917910445,107.818522631019,108.120304664919,107.876965044154,107.940923301697,1298.73056974875,1356.80205785499,1272.88805047361,1290.0857473396,1354.9595331683,1513.41307671252,259.74611394975,271.360411570997,254.577610094722,258.01714946792,270.991906633659,302.682615342504
"86","CROWLEY LAKE",14154,119.370474979616,118.71458918025,120.800749076876,120.727320315113,120.646043295001,121.547319113904,112.45852404289,112.492353598678,115.551841505571,115.482213628121,114.938050437744,113.877421528528,1115.25704742502,1164.04742479764,1304.88304091171,1296.44016325825,1494.48466432223,1754.33789665936,223.051409485005,232.809484959527,260.976608182341,259.288032651651,298.896932864447,350.867579331872
"87","TUOLUMNE GR",14156,118.514233664509,117.901171416676,117.015823256028,118.10851604687,118.08621857459,118.062446087058,114.443475915241,115.094696906245,114.579098850879,115.904927725564,115.24607785774,114.880660313997,4455.59754591439,4367.79729482737,4557.01108956692,4610.30488805113,4682.11528550385,4802.59356684423,891.119509182879,873.559458965474,911.402217913385,922.060977610226,936.42305710077,960.518713368846
"88","SATTLEY",14158,115.560573946305,115.361247619406,116.722309170658,116.063919217993,115.866309569119,114.61900604072,117.078471189284,115.310656874144,119.210481039385,118.772388895489,118.080057309908,117.290471283834,2524.83883366021,2406.13360237759,2617.14602003494,2575.3319039657,2808.24893915787,2792.5163911196,504.967766732042,481.226720475518,523.429204006987,515.06638079314,561.649787831575,558.503278223919
"89","TEHAMA",14161,117.19630741623,115.766101083103,124.380362900077,125.179896582907,124.26783914221,123.124896947719,120.004500867211,122.531402795374,129.222358308351,131.921083048536,133.895724099019,128.301642480307,3710.09371575453,3876.24105832444,3867.64838725578,3930.94465604393,3945.73105609665,4212.90092279397,742.018743150905,775.248211664888,773.529677451155,786.188931208786,789.146211219331,842.580184558794
"90","HONEY LAKE",14162,111.341250247592,111.980045683045,112.287330463405,111.795842163894,110.089198685367,108.420484107179,112.014353726972,112.57781432984,113.821979151116,113.338337520133,111.703895290244,110.258645301726,1093.86478298529,1070.24569956564,1029.24306668619,1024.86404258026,1059.03227541285,1089.30333635175,218.772956597057,214.049139913129,205.848613337237,204.972808516052,211.806455082569,217.860667270351
"91","REDDING",14163,108.273692351741,108.41786413478,108.832827024678,109.277242731199,110.115643384534,109.331596222198,209.562027446646,198.82017733892,168.262561851553,161.155902412448,154.804396035502,155.676467488014,3838.85591920287,3584.17656164283,3762.49240381303,3781.13969322328,3916.10608559594,3991.69670687228,767.771183840573,716.835312328566,752.498480762606,756.227938644655,783.221217119187,798.339341374457
"92","DAVIS CREEK",14165,109.155374220204,114.204249038791,117.754372739608,116.59016703929,114.230731556842,111.874759334564,109.962405726181,114.629402018979,119.133454371664,117.88070911643,115.54097277626,113.197537797798,1823.30825448688,1838.75563234418,1850.00324279971,1916.46188818421,1844.40101129551,1901.6368871709,364.661650897377,367.751126468835,370.000648559942,383.292377636843,368.880202259102,380.327377434181
"93","DORRIS",14166,132.295649295469,127.222876374286,119.837426940537,119.759309715643,118.631783748928,115.648765533497,131.269442260148,127.576354724116,119.631349907146,119.257292195124,118.746919324802,115.609614642866,870.39334032334,911.697725053395,938.505888448778,969.853038482569,1027.25418621661,1002.22120619645,174.078668064668,182.339545010679,187.701177689756,193.970607696514,205.450837243322,200.444241239289
"94","BRIDGEPORT",14170,107.381907951861,108.944652083352,112.122869805594,113.473000249261,114.51853098291,114.803441552531,102.696377796948,102.527097732838,106.112568563126,107.692137472397,107.842661519424,107.506604195584,1308.07800600991,1169.36054858382,1306.18550923891,1252.82216226612,1258.99704408345,1312.11876404794,261.615601201983,233.872109716765,261.237101847782,250.564432453225,251.79940881669,262.423752809589
"95","CLEAR LK RES",14176,110.7862698373,112.867780283282,116.058988320566,116.370058699782,115.185786411648,111.025738059438,107.946106257912,110.567338328489,109.891622092997,110.464547733815,109.808806273393,107.736830143245,1080.45065388884,1084.06948817299,1139.11904163472,1164.28305292253,1242.03645480137,1147.1051591846,216.090130777768,216.813897634599,227.823808326944,232.856610584505,248.407290960274,229.421031836919
"96","CEDARVILLE",14177,109.045542143151,108.672384416732,108.507764315713,107.807218716968,107.424985615121,106.832705826962,107.712809992799,107.576436799712,107.861011099451,107.379632612927,106.393143295012,106.529601039338,1163.69397831388,1206.01477577115,1467.29852482772,1354.19219322638,1614.14297896188,1711.22103595109,232.738795662776,241.20295515423,293.459704965544,270.838438645276,322.828595792377,342.244207190217
"97","BUTTE MEADOW",14180,106.366721677978,109.225506292666,108.872905478513,108.762432013321,109.293701549834,110.940763755347,111.72974470433,112.918964601762,113.122039488612,113.034519691235,113.492571488171,113.596375943066,6238.10526808709,6205.51783009683,6022.20662457617,5984.46262249048,6137.23686134927,5969.85767182866,1247.62105361742,1241.10356601937,1204.44132491523,1196.8925244981,1227.44737226985,1193.97153436573
"98","GENESEE",14181,104.426994956929,104.507736123942,107.94054227474,107.998506793463,107.786294326782,107.278509652296,108.542793527315,107.656369465642,112.230380226275,112.670329922615,113.023988336486,112.248766221019,3046.33799348965,3061.08717612989,2982.68982028369,2904.60194695797,3029.54720192029,3026.28315634932,609.267598697929,612.217435225979,596.537964056737,580.920389391594,605.909440384059,605.256631269865
"99","HIGGINS CORN",14184,117.567015325185,117.409808706398,116.892489078596,116.800439683453,117.656860696374,117.846014925145,117.044061999212,117.03606335173,116.469476495109,116.041838820892,116.837051157167,122.235545728877,5961.28091141221,5769.21209051131,5739.1119985719,5593.10245083656,5610.55284898867,5628.35219260414,1192.25618228244,1153.84241810226,1147.82239971438,1118.62049016731,1122.11056979773,1125.67043852083
"100","DOWNIEVILLE",14185,111.116842950011,112.443238673126,111.946258248378,111.92479923398,114.333628656864,113.160483188751,108.460575810798,108.20865512227,108.012187317563,107.99206840361,109.063071148552,108.969130810385,7032.16325803099,6995.72592469058,7023.98218143845,7087.97132716812,7078.43375336916,7310.91118878716,1406.4326516062,1399.14518493812,1404.79643628769,1417.59426543362,1415.68675067383,1462.18223775743
"101","RIVERTON",14188,107.056674688506,106.105378534532,107.549873978218,107.820470303397,109.419890902595,114.613469603776,111.882850460132,110.658594244961,112.3862828646,112.578537498824,112.758974525109,112.792063158895,6191.46539706608,5913.35570192224,5791.99067119859,5788.9631390398,5753.26027626973,5688.92905109436,1238.29307941322,1182.67114038445,1158.39813423972,1157.79262780796,1150.65205525395,1137.78581021887
"102","BARTLE",14199,113.49735826131,112.218680173234,112.011273366861,111.588214296365,110.55786120056,111.197866636526,118.300292650762,118.140051104948,117.184057458221,117.284008041698,116.502826281069,115.450231861813,3055.96144069673,3287.16481128937,3485.18582612224,3559.57782592215,3739.10641562076,3533.32211745622,611.192288139346,657.432962257873,697.037165224448,711.91556518443,747.821283124152,706.664423491245
"103","HAT CREEK",14201,113.118658302059,113.756589319411,116.700108304698,116.372596422026,115.087505840719,112.657282070875,115.565815785517,113.763660676578,115.974246247228,115.933567349018,114.559119358597,113.869362981386,2719.36176764229,2992.94387627522,3092.84932837258,3204.45947243717,3341.36994049744,3401.59034151146,543.872353528459,598.588775255043,618.569865674516,640.891894487435,668.273988099488,680.318068302292
"104","LAKESHORE",14205,132.39427406419,133.042314741509,123.823095904,122.665932149445,120.878937150195,120.413761222291,130.87715066169,130.808454207648,123.948612976232,122.871689907683,123.178491133886,123.316010331361,4401.07846084728,4305.48110522323,4278.86952384969,4271.5309955684,4278.90025278721,4322.89343955093,880.215692169457,861.096221044646,855.773904769938,854.306199113679,855.780050557443,864.578687910186
"105","TAHOE NF",14213,108.514385905976,109.790271725968,115.514303353238,115.750945215034,116.821019389351,115.768549208381,115.085288204889,114.168688969581,114.257787767207,114.265933023287,114.900107214425,113.963915033742,7099.9116876558,7026.26226948991,6957.93898154833,6833.64813533488,6766.58310828804,6762.02756663543,1419.98233753116,1405.25245389798,1391.58779630967,1366.72962706698,1353.31662165761,1352.40551332709
