"","RTENAME","RouteID","evd400m","evd1km","evd4km","evd5km","evd8km","evd20km","lvd400m","lvd1km","lvd4km","lvd5km","lvd8km","lvd20km","pwt400m","pwt1km","pwt4km","pwt5km","pwt8km","pwt20km","pwm400m","pwm1km","pwm4km","pwm5km","pwm8km","pwm20km"
"155","DOLORES",17022,113.903437425916,113.151414345631,112.359008128326,111.768279484672,112.464160615411,110.855217282291,119.142613966047,118.641560340153,118.18369970344,117.745977495415,116.886120365075,116.568851539498,997.234738006419,983.487444848476,1004.74587189174,1014.72617999045,1067.87687865187,1101.03807400881,199.446947601284,196.697488969695,200.949174378347,202.94523599809,213.575375730373,220.207614801763
"156","FALFA",17023,110.365743074426,111.592782333916,111.689925505149,111.565368284446,110.982039564889,111.37573901363,113.029283572469,114.623575879838,115.54856660952,115.413761259718,114.776362990624,114.518187831587,1031.66577280132,985.443945170286,1015.7371585349,1012.31040259039,1036.670368386,1138.05643261089,206.333154560264,197.088789034057,203.14743170698,202.462080518078,207.334073677201,227.611286522177
"157","PAGOSA SPGS",17024,117.150426508413,117.993995317901,117.475183873371,117.662646222166,118.376316754301,118.680895425849,118.267547146037,119.408975209098,118.548488067418,118.578195996339,118.906363263194,119.261918898401,1373.78734829389,1463.70289688536,1686.26078997332,1722.96719160225,1815.9787624714,1953.53762464873,274.757469658779,292.740579377073,337.252157994664,344.593438320449,363.19575249428,390.707524929746
"158","BLANCA",17025,126.691819145179,126.362543118174,123.695433180894,123.583297639385,122.694239265577,122.123969982861,124.051416181512,124.808449607437,121.228828549599,120.621984143381,118.766078445615,116.074152093587,402.493056257933,399.008756340951,420.889314667318,431.530766279947,475.435400215242,523.370861405351,80.4986112515865,79.8017512681902,84.1778629334635,86.3061532559894,95.0870800430483,104.67417228107
"159","TWO BUTTES",17028,125.564349157347,124.937690513416,121.995027794759,121.840015299849,121.157601638303,120.740629889308,117.287717871507,112.721914075601,111.584346658218,111.101202638935,110.898874602427,111.51332105513,676.831863814235,723.845240440547,666.607088579725,670.917845105318,665.876124391605,678.028510800632,135.366372762847,144.769048088109,133.321417715945,134.183569021064,133.175224878321,135.605702160126
"160","WRAY GULCH",17031,106.912684511644,107.591174650083,106.855838752019,106.797060473889,106.96315937574,107.941460873505,123.347173915328,123.050805620901,123.004353153838,122.909772183727,122.795913822954,122.537466484953,918.69538203055,932.752769670976,940.530806030959,948.985481294251,968.106204005579,1005.76081729555,183.73907640611,186.550553934195,188.106161206192,189.79709625885,193.621240801116,201.15216345911
"161","WILSON CREEK",17032,114.441206541721,114.759961646291,115.646393795603,115.650505613105,115.397271901035,115.482781964923,120.422127481755,120.717631639504,122.52630576607,122.801829937128,122.888631850342,121.8840533591,1511.00976940046,1431.46591712043,1410.0888774763,1375.27681327965,1375.9248680625,1441.33187974145,302.201953880093,286.293183424086,282.017775495261,275.055362655931,275.184973612499,288.26637594829
"162","WALDEN",17033,120.803076199398,120.224499704008,122.006972642549,121.989235400695,122.171460261704,125.650987569859,119.569043404139,120.822960233409,122.783027815868,122.360226018353,121.690231646141,121.807099782553,2252.47680884159,2178.50899037734,2294.23222428426,2277.17489590435,2361.17694101506,2691.66632905565,450.495361768318,435.701798075468,458.846444856851,455.434979180869,472.235388203012,538.33326581113
"163","LOST LAKE",17034,142.816708582934,141.72599717583,149.127413377408,150.838172711599,154.293716080691,149.536300324292,117.308945683676,117.728348918981,118.93631974495,119.423178214422,119.685130492684,119.773433653936,2276.73689721612,1302.94377385847,2330.9491107316,2313.56524625675,2606.10788247128,2428.26927423885,455.347379443223,260.588754771695,466.189822146319,462.71304925135,521.221576494255,485.653854847771
"164","HUDSON",17035,127.012645029418,127.229125258384,128.861345231292,129.193052868126,130.668439072542,128.718989302642,120.230299707707,118.546969733606,119.594985589266,119.771920484035,121.630623969087,121.020289430296,733.118744078766,724.754367963585,724.437353155254,725.564997529948,726.081318956055,723.822871518319,146.623748815753,144.950873592717,144.887470631051,145.11299950599,145.216263791211,144.764574303664
"165","WILDHORSE L",17036,119.620617593692,120.994034972433,120.752428895479,120.999708799382,122.048785449328,122.015899948284,120.325365461407,120.638942554512,121.473561109408,121.502662976736,122.042079106237,121.64387196499,725.228809129459,723.942679171458,728.968781751404,728.478880402008,727.059559751483,724.034315694884,145.045761825892,144.788535834292,145.793756350281,145.695776080402,145.411911950297,144.806863138977
"166","WAVERLY",17037,124.372988849034,126.429960420193,126.222073901164,126.502633770899,126.4294940637,126.403580465534,120.205689637826,121.129591952355,121.944689202698,122.042605561444,122.040788373909,122.262774754656,817.930369151404,826.19394610379,812.7612494546,810.581222941345,807.400606581599,803.836117400471,163.586073830281,165.238789220758,162.55224989092,162.116244588269,161.48012131632,160.767223480094
"167","FRUITA",17038,106.382504584028,107.214677001565,107.180400899801,107.158846603126,107.494295095922,107.159668204378,117.988688545616,117.212556141132,126.163116600282,129.871935554351,137.319720565383,133.785096231516,637.647525504543,648.690667910641,657.66598093274,657.331023772417,669.198045645929,716.534507159059,127.529505100909,129.738133582128,131.533196186548,131.466204754483,133.839609129186,143.306901431812
"168","WILLOW PEAK",17039,119.130046450075,119.167978440858,122.107265347487,122.417043886397,124.228473598251,124.123157182677,106.757886785512,108.252596626655,114.392039515902,115.108498365801,116.175743743473,116.18328220029,3385.76653217097,2984.46536443871,2789.43515499554,2811.50401981646,2669.41837454214,2609.39895798819,677.153306434194,596.893072887742,557.887030999107,562.300803963292,533.883674908427,521.879791597638
"169","RED CLIFF",17040,133.798039290939,132.247912215526,136.916892558776,139.403247839842,140.516040785786,139.519504992816,121.749374759795,122.188469204686,122.874648901061,122.66598246128,122.251676538465,121.882853660419,2193.95801339539,2179.47634803028,2335.67435984111,2303.14197214879,2366.43341420274,2350.07027313568,438.791602679078,435.895269606056,467.134871968223,460.628394429758,473.286682840547,470.014054627135
"170","TARRYALL",17041,123.071225841226,122.986815562732,123.89412385569,123.448981807236,122.707474476541,127.060131565749,117.088630508596,116.712600697176,117.280807483696,117.663151353666,117.859447220966,118.316155911196,763.493287122172,871.108345776035,946.959963724774,969.182344327457,1000.08520977511,1142.80150297492,152.698657424434,174.221669155207,189.391992744955,193.836468865491,200.017041955023,228.560300594983
"171","ADAMS CO.",17042,128.255409665633,127.913508761266,127.759044261616,127.57571466659,127.288241274057,127.811484956433,127.475704435196,125.350958895629,126.080468476782,126.000007054117,126.100097836717,128.016650369596,820.388640919723,823.52273441259,812.682162498982,809.196789975171,801.952251371613,809.705038171025,164.077728183945,164.704546882518,162.536432499796,161.839357995034,160.390450274323,161.941007634205
"172","GORDON CREEK",17043,129.076533310071,128.808665569169,127.506927531115,127.128839853871,126.042105307184,126.672223543269,121.648783245937,121.012628324883,120.040879015218,119.847879629219,119.240867638795,120.071867976133,658.487652355532,658.385750362636,651.113640791816,653.761619068189,656.496588489696,659.389091096109,131.697530471106,131.677150072527,130.222728158363,130.752323813638,131.299317697939,131.877818219222
"173","BETHUNE",17044,140.560275397949,139.494505112953,137.825060805912,137.65270215053,137.109792049946,138.069363308795,134.97530246327,134.228562575559,132.731154602379,132.485564395574,131.795894842284,131.855836888177,933.730238342841,910.874346544981,904.267296263958,903.196897699269,903.604215193621,921.437930359342,186.746047668568,182.174869308996,180.853459252792,180.639379539854,180.720843038724,184.287586071868
"174","UNCOMPAHGRE",17045,116.33702646079,116.295370371768,115.148499937829,114.565192547451,112.816479760473,111.998803226482,118.425471690377,118.519152424806,120.69293313827,121.000669274468,121.318038203059,119.924768122232,1393.22672383307,2112.07617606727,2015.62904576348,1992.60442482367,1804.99622285249,1510.58933346069,278.645344766614,422.415235213455,403.125809152697,398.520884964733,360.999244570498,302.117866692139
"175","CASTLETON",17046,117.095100790341,116.681939441597,116.415838536927,115.987257565136,116.02784866995,116.433897301304,115.42501911214,115.544594687468,116.908699394532,116.769503045152,116.59836484996,116.734451838608,1937.4481412341,1648.29210414706,1682.99781113156,1664.01077080736,1840.33531483552,1979.86702625927,387.48962824682,329.658420829411,336.599562226313,332.802154161473,368.067062967104,395.973405251854
"176","DOYLEVILLE",17047,117.0348752762,117.980457327922,117.818280917802,117.732895851911,116.20517160688,116.517811777687,115.126008919142,116.421915993509,115.565063552033,115.570080676102,114.935002174746,114.6897290655,692.528320083761,806.443950484928,834.890030277925,880.520355887985,917.38381958783,910.723640073989,138.505664016752,161.288790096986,166.978006055585,176.104071177597,183.476763917566,182.144728014798
"177","GUFFEY",17048,117.299694759206,120.19898475655,118.446148411134,117.777946431785,117.871963985863,117.416595044899,118.344521995052,120.068109844414,117.606222504499,116.608415052588,116.065614565487,114.591451038297,523.943535088278,403.55036248721,523.884179564164,530.041285375597,541.701683476848,536.826722068008,104.788707017656,80.710072497442,104.776835912833,106.008257075119,108.34033669537,107.365344413602
"178","EDISON",17049,124.798201599563,124.326023975999,124.630193020297,124.846598627096,124.780181393929,124.303682665109,112.213925926907,111.64681113677,112.378724570776,112.83743814713,113.29896337102,112.373257138779,428.020297494516,441.827284353543,443.114567617522,435.428119934485,433.129902002353,422.64069264718,85.6040594989032,88.3654568707085,88.6229135235045,87.0856239868971,86.6259804004707,84.5281385294359
"179","CHEYENNE",17051,128.706744134662,127.376348831115,126.060472740355,125.780300685646,125.569335905457,125.999353331727,124.227730966713,122.386145656548,120.372224368216,119.980363106563,119.363818622024,120.014182451301,659.341342250253,642.759420819228,659.451825046727,659.256469436048,662.276208906673,664.95585687773,131.868268450051,128.551884163846,131.890365009345,131.85129388721,132.455241781335,132.991171375546
"180","DOLORES RIV",17052,108.797977517243,108.257034499578,111.55144762921,112.114178851448,113.492303578475,112.561027556322,116.995285864707,116.506536585071,116.094468506021,116.397034576635,116.975497334394,116.360904522859,1848.81412242616,1987.1725635285,2120.53470795138,2201.25270333724,2233.70829148847,2189.95411254867,369.762824485233,397.4345127057,424.106941590276,440.250540667448,446.741658297694,437.990822509734
"181","LAKE CITY",17053,110.53912471661,112.329136098757,113.409389137398,113.678431776534,115.375391334367,116.651153833282,115.837393360772,115.523930248124,114.981403858527,114.872468043768,113.923192911001,112.934726214796,1543.91665747659,1530.40355779955,2255.96413165221,2229.26656840392,2371.92065367861,2384.63646239569,308.783331495318,306.080711559909,451.192826330442,445.853313680785,474.384130735722,476.927292479137
"182","PINOS CREEK",17054,117.05444316285,116.926685372543,116.199463535986,116.330600705467,116.350273527593,117.74408642258,118.241776191953,118.328245050454,116.672197823242,116.511485967776,116.204240817087,116.295683286123,1610.14741020302,1746.73138393155,1694.41227866667,1744.60074342958,1740.1171164109,1562.206285836,322.029482040604,349.346276786311,338.882455733334,348.920148685916,348.02342328218,312.441257167199
"183","ALAMOSA",17055,122.996100966978,121.456101533602,123.915906552252,124.346823063624,124.471832379123,123.316156734773,111.069633920096,112.794975002418,114.890765109798,114.922615907144,115.103809395079,114.40356927332,334.765559057195,329.465034644213,334.335888319426,332.040493506255,335.636323416892,337.767707838042,66.9531118114389,65.8930069288426,66.8671776638852,66.408098701251,67.1272646833784,67.5535415676084
"184","CORTEZ",17122,108.124811466447,108.970228986511,109.655236044388,109.993482702085,112.039484943989,111.015682145445,114.837381413361,115.190349141245,115.214043407229,115.355793787014,115.925967118206,116.627397454465,1050.23795295501,975.560225135156,1040.36100725501,1057.06178016375,1108.07115267614,1120.93937185242,210.047590591002,195.112045027031,208.072201451002,211.41235603275,221.614230535228,224.187874370483
"185","BLACKHEAD PK",17124,118.145092654092,118.238653275258,118.152112492326,118.254600843017,118.570682335298,118.97812900905,118.854843760727,119.756592042031,118.486117148237,118.61458374514,118.902905665351,118.986005041337,1373.78734829389,1564.20164552967,1809.60496688583,1869.08703857955,2010.64140205718,2018.94418655958,274.757469658779,312.840329105934,361.920993377166,373.817407715909,402.128280411437,403.788837311916
"186","SAN LUIS",17125,125.880361135395,126.089232479925,123.662298967621,123.623959261632,122.556423062995,122.289457307485,125.633424493741,125.16915877874,121.144633286713,120.599928150056,118.570825374367,116.153828083102,402.493056257933,389.101232620893,408.805798394658,429.088452405189,451.4827846487,523.575947492766,80.4986112515865,77.8202465241787,81.7611596789317,85.8176904810378,90.29655692974,104.715189498553
"187","ROSEVALE",17138,105.595789489268,106.06200278745,106.198797773437,106.16596139499,105.338027867922,106.678286355645,120.137000682137,119.924545585993,119.614469440609,119.190485894707,118.368903442315,118.188816860318,693.479586501847,755.938598376291,738.31309099921,757.37800545063,742.4585209181,775.476329782253,138.695917300369,151.187719675258,147.662618199842,151.475601090126,148.49170418362,155.095265956451
"188","RIO GRNDS RS",17153,111.998545992731,111.58742944967,113.156996252126,113.818936853927,115.141189638364,115.983391049918,109.736508927422,108.97202678404,109.509702346376,110.111870490074,111.019083999706,110.964485662696,1276.68371817109,1435.29002054124,1451.05499007754,1589.16481196459,1806.92324706727,2139.59758040647,255.336743634218,287.058004108248,290.210998015509,317.832962392919,361.384649413453,427.919516081295
"189","SUMMITVILLE",17154,115.258335775696,115.54452932144,116.052958294575,116.133601249558,116.576540222499,117.25873772106,116.630776679494,117.171648639482,116.10597678841,115.984077443946,116.175853150916,115.226996464293,2531.00455351005,1460.23100486349,1915.16260830929,2008.72996944747,2086.94693693274,1858.95103512539,506.20091070201,292.046200972698,383.032521661857,401.745993889494,417.389387386548,371.790207025078
"190","BROWNS PARK",17201,109.948768493915,110.261905959696,110.458818008034,110.650341143291,111.72809837575,112.192566163985,121.542706608404,121.805772144421,121.173559382501,121.240883435931,122.029586741148,123.110079445424,666.27180215832,639.082055616622,668.041876889812,687.540642819629,740.355221018626,776.910194595174,133.254360431664,127.816411123324,133.608375377962,137.508128563926,148.071044203725,155.382038919035
"191","DUNCKLEY PAS",17202,120.944359034315,120.928170944974,121.967675211941,122.198602471984,123.633963547662,125.097504222499,117.218353382768,115.99691170169,117.088853072706,116.842833901689,117.045410289121,117.816024235817,2207.20337382151,2321.88957161794,2304.82328516023,2337.4377746101,2405.67422638117,2307.79209176669,441.440674764302,464.377914323588,460.964657032045,467.487554922019,481.134845276233,461.558418353338
"192","BUFFALO PARK",17203,123.739920462095,124.518598870226,124.713836428316,124.671291350638,124.767144053867,123.950163578945,122.336800324191,122.494251910374,120.667121807685,120.581604020797,120.757958918711,121.045353445715,3119.03820010687,2558.90381742657,2608.11383733879,2665.43560363933,2731.13810704503,2535.03820716393,623.807640021373,511.780763485314,521.622767467759,533.087120727866,546.227621409007,507.007641432787
"193","DEADMAN RD.",17204,130.884350160081,130.205620200902,135.038199754963,134.930974392489,134.194802522414,136.418868896702,121.684027905901,120.653407006262,121.163974775881,121.478067293859,121.595734645863,120.828416211305,1645.29302502481,1780.77861525424,1759.73549610145,1737.29124776455,1650.26353766283,1693.77201592589,329.058605004962,356.155723050848,351.94709922029,347.458249552911,330.052707532566,338.754403185179
"194","GROVER",17205,129.347634289378,129.889702252659,130.03833117833,129.830071672226,129.63731340595,130.304011466277,123.711559455949,124.318247549457,123.623775762869,123.312166254956,123.008919604366,122.05331631144,751.716357391334,709.083042460744,673.94885490047,682.500158846362,680.310652873384,677.142018516889,150.343271478267,141.816608492149,134.789770980094,136.500031769272,136.062130574677,135.428403703378
"195","STONEHAM",17206,126.494626751154,126.175121052124,125.590220909824,125.361665926506,124.797236947273,125.532358036098,118.835726482094,119.398217969718,121.058342639617,121.20810265521,121.328261460597,121.44397055617,697.207213544708,698.209650671944,706.316774083926,708.677503000673,706.164649831548,701.25078766072,139.441442708942,139.641930134389,141.263354816785,141.735500600135,141.23292996631,140.250157532144
"196","AMHERST",17207,128.130393348744,127.314840617248,127.462406657505,127.472966793797,127.990734197223,128.430825719932,127.018680374268,126.740215787491,126.959229742204,126.695153668607,126.772536267203,126.939444690562,813.940008861526,809.437622045551,818.770146547294,817.03105053221,818.564444362754,820.652152286522,162.788001772305,161.88752440911,163.754029309459,163.406210106442,163.712888872551,164.130430457304
"197","DE BEQUE",17208,111.649492153815,112.549326309537,111.619571783263,111.485006108772,111.433175010042,110.760184180939,125.02295806843,124.40808568544,122.831642618616,122.53996767475,122.31855265093,122.572362521539,959.544920236123,1010.04937590765,1011.67281462281,1027.00354398757,1047.61483154012,1086.25363984065,191.908984047225,202.009875181529,202.334562924562,205.400708797514,209.522966308024,217.250727968131
"198","FLATTOPS",17209,117.183059679333,116.867557959465,116.095871701888,115.689390507941,115.220851162937,117.194596754989,120.750802853519,121.163382002473,120.481985903995,120.16950979461,119.697398462756,118.23232012975,2060.31788755213,2063.38954336264,2043.96129831074,1962.34647196238,1930.9414171599,2161.26376469083,412.063577510426,412.677908672528,408.792259662149,392.469294392476,386.188283431979,432.252752938166
"199","THOMASVILLE",17210,119.909145698382,121.709994002682,119.257283107065,120.653714732966,122.168361023624,127.065921755654,119.430399852177,122.207606048726,118.307038449641,118.068757608054,118.170037292898,119.236874730825,1883.49841268127,1964.59562056156,2015.97511448014,2096.72963587032,2133.74669744827,2217.32701377942,376.699682536254,392.919124112312,403.195022896028,419.345927174063,426.749339489654,443.465402755883
"200","GUANELLA PAS",17211,123.450356707999,127.274840195832,133.007194918839,135.849691448496,137.96331815447,143.369471537264,116.844814883529,118.501345143569,121.224625523841,121.945325715625,122.800394839224,123.270582674884,1023.28049585821,1165.42762258161,1343.75672047959,1423.8402667247,1495.26945849431,1635.58237993147,204.656099171643,233.085524516323,268.751344095918,284.76805334494,299.053891698863,327.116475986295
"201","PROSPECT VAL",17212,127.602881677725,127.325823857426,128.287867749094,128.331493586913,128.30206206094,127.574042984933,131.93044733106,129.479272117445,130.601570187179,130.836762121608,129.843620708934,128.476816028004,771.695124668611,782.936730675747,771.349013172019,770.531845438538,766.699227805309,772.522790156721,154.339024933722,156.587346135149,154.269802634404,154.106369087708,153.339845561062,154.504558031344
"202","LIMON",17213,116.188106881816,117.619653802235,120.64951261347,121.153268876641,121.824671903241,121.265378736306,120.975453528845,122.690892720451,124.436346908013,124.987258017188,125.774749039258,126.214655891502,597.314246572287,592.133671041807,585.936856403788,597.05770710882,601.944059710505,591.115814719127,119.462849314457,118.426734208361,117.187371280758,119.411541421764,120.388811942101,118.223162943825
"203","KIRK",17214,126.296697960177,125.960784400465,126.99262235146,127.025177359158,127.534129818767,127.846368904066,120.658073744611,120.972589778768,119.966187091534,120.084182523692,120.229649887104,120.603378646434,774.311090980241,793.423318035536,764.080457076194,772.018707160223,759.991760957656,765.900665873962,154.862218196048,158.684663607107,152.816091415239,154.403741432045,151.998352191531,153.180133174792
"204","PINON",17215,112.917614742561,113.778267283461,111.807277431962,111.502512320311,110.317389260215,108.458795719824,111.902932933484,111.917157472895,114.501756674157,114.844633449538,115.012626331063,115.159402528011,1891.93749644866,1696.0187803532,1592.87283834317,1629.20834703146,1561.20964666118,1517.47288762303,378.387499289732,339.203756070641,318.574567668634,325.841669406292,312.241929332235,303.494577524606
"205","PAONIA",17216,105.976362613552,106.861046021231,106.660133332191,106.186535943032,106.05854493477,106.65579553475,116.132530007913,115.711307430632,115.556887456618,115.125079149088,114.618202419056,113.817668284758,1291.14998771624,1155.20185585454,1149.89594656732,1177.94559565787,1192.69620806162,1417.82815331654,258.229997543248,231.040371170909,229.979189313464,235.589119131573,238.539241612324,283.565630663309
"206","TINCUP",17217,131.714096136173,130.497118776287,130.550578140936,132.613087464238,136.440723748778,132.44372190741,123.172485132311,122.923821025691,122.008019090532,121.408960096394,121.023424022163,120.581949562605,1667.5276176487,1728.65777683431,1982.92533087769,2008.74128700013,2190.53441019867,2208.59711217726,333.505523529741,345.731555366862,396.585066175538,401.748257400027,438.106882039734,441.719422435451
"207","WET MTNS.",17218,122.321490895072,121.200756045762,121.727699657165,121.87644543975,122.790650459686,124.402272110502,112.811906191225,113.299558875533,113.436224373214,113.309952163199,112.686371674481,112.15843702751,959.920326355978,1004.20264984086,991.860399405706,979.561747678133,944.078297832478,890.776618199504,191.984065271196,200.840529968172,198.372079881141,195.912349535627,188.815659566496,178.155323639901
"208","NEEGRANDE",17221,121.337563834898,122.937454453578,125.182704354724,124.341665409923,122.128575734332,119.054614295673,115.739291969109,117.314841263563,121.443021802088,120.633859246311,119.248503440931,113.705881265556,582.184484122882,590.295461686502,582.665381244191,583.606806571187,583.612183527576,585.761028087688,116.436896824576,118.059092337301,116.533076248838,116.721361314237,116.722436705515,117.152205617538
"209","GROUNDHOG RS",17222,117.500669652531,118.318091590442,115.208439222829,115.123475330422,114.440978600322,113.559348965536,116.345748315186,117.412506175394,117.663796957422,117.891849433038,118.354875728275,117.771679615022,2447.31429893748,2224.93695842882,2215.02191349723,2213.05211383204,2200.58276937409,2138.78642500756,489.462859787497,444.987391685764,443.004382699446,442.610422766409,440.116553874817,427.757285001512
"210","PIEDRA",17223,122.634022920719,119.878016947721,118.760345234794,118.665429061816,119.323121894058,119.798950370163,124.836664944773,122.638588738667,120.124500741333,119.83559792192,119.421246014764,119.60188509203,1667.10517667637,1507.35413242507,1703.86046812226,1697.44129796988,1876.63898008187,1960.10322955714,333.421035335273,301.470826485014,340.772093624452,339.488259593976,375.327796016374,392.020645911428
"211","FOX CREEK",17224,121.025609268749,120.018888177768,120.387603273483,120.411589290827,120.388525332642,120.08633376369,119.440898846924,118.15436066387,117.18030975122,117.301221709188,116.736769675444,116.832269359915,1867.21870664542,2061.22744585224,2388.12848267047,2395.40026558366,2482.55526742503,2586.01433802284,373.443741329084,412.245489170449,477.625696534094,479.080053116731,496.511053485006,517.202867604567
"212","MOSCA",17225,120.06877503475,120.340859685726,120.134406292037,120.217230222379,120.220889301422,120.933919938985,117.880733930883,114.943401168502,115.616412844929,115.462234628053,115.571972026428,116.312092909942,352.796362961634,352.178059430173,347.208220827227,347.156638405559,347.560712762695,354.914379438998,70.5592725923269,70.4356118860346,69.4416441654454,69.4313276811119,69.5121425525391,70.9828758877996
"213","LAKE CITY 2",17253,113.530839615046,113.20996642315,113.36534849862,113.611915454607,114.313850221369,114.072011334357,114.145006126567,113.692913250228,113.56877026767,113.444825775676,112.773578761427,112.362329466749,1543.91665747659,1522.41972025208,1907.7513918777,1918.57491150379,2158.81905485497,2173.48279213546,308.783331495318,304.483944050416,381.550278375539,383.714982300759,431.763810970994,434.696558427092
"214","DINOSAUR",17301,108.673232807527,108.986563480502,109.763974752221,109.781426485106,110.034702517762,109.507202409962,123.53259169173,123.039418560619,123.850619958434,123.907438155907,124.506052540193,124.78723397201,1147.94692747276,1105.16969930142,1065.02515247241,1048.98308265386,1003.27632134429,953.375114024641,229.589385494553,221.033939860284,213.005030494482,209.796616530772,200.655264268858,190.675022804928
"215","LAY",17302,109.340676902608,109.487148794124,110.994352794792,111.358790158319,112.224159828759,113.19079942516,121.771648845769,121.510966505715,122.639879488396,122.858329009328,122.902876231454,123.050512899053,1276.37851968701,1241.76360625172,1277.25622816584,1278.33270925803,1302.78387449809,1259.81968321618,255.275703937403,248.352721250344,255.451245633169,255.666541851606,260.556774899619,251.963936643235
"216","STEAMBOAT L.",17303,131.133513125029,131.013586387051,129.198022372325,129.301729698238,129.308911651688,129.588739290187,128.104555503937,126.430035179887,124.342901716245,124.512732701812,124.000800453813,122.70840012387,3153.51101424716,3223.76907517457,3030.06266482815,3049.1023082533,3161.81015356669,3331.22835847531,630.702202849432,644.753815034915,606.01253296563,609.820461650661,632.362030713338,666.245671695062
"217","COMMANCHE PK",17304,154.301827109606,151.994343896,155.498188465948,154.928395274824,153.19947752639,152.708136437052,121.50418371669,121.360386768278,121.83482650221,122.076638250532,122.049220974821,121.416453454589,1647.45993540095,1568.28337168368,1678.93256823129,1677.25447117003,1684.02528612991,1763.50844401976,329.491987080191,313.656674336735,335.786513646259,335.450894234007,336.805057225982,352.701688803952
"218","NUNN",17305,129.06892471101,129.645581533596,129.490751855085,129.772811096516,130.294387187993,130.796878840866,123.93830201314,123.981356031247,123.285981750775,123.358444069526,123.955260476192,124.769344482559,677.014664955447,661.134411958054,666.163839417299,664.548212787,666.231831010222,662.68037341305,135.402932991089,132.226882391611,133.23276788346,132.9096425574,133.246366202044,132.53607468261
"219","FORT MORGAN",17306,118.762051090836,116.982537229599,116.973977332931,117.512943873751,117.375210845532,117.152243313958,118.853543082907,119.188119650909,120.187146059489,121.039293280098,121.203988826633,120.633024503051,627.650797757148,641.987997179241,654.197359309418,649.065602109822,650.513229501568,653.659687135076,125.53015955143,128.397599435848,130.839471861884,129.813120421964,130.102645900314,130.731937427015
"220","JULESBURG",17307,126.236576052498,127.586364612269,126.597247441071,126.190162968443,126.096557405226,125.828363566287,124.623029967215,124.847039827632,123.584238030784,123.45061051774,123.602196993788,123.282800267953,748.284967466202,752.461117831226,736.452810884363,742.613326837709,740.092470639541,757.398196374487,149.65699349324,150.492223566245,147.290562176873,148.522665367542,148.018494127908,151.479639274897
"221","BAXTER PASS",17308,109.669122485903,110.475032571744,110.046058579197,109.539061724922,109.224045297495,110.574851869204,119.126990114403,120.152414321561,119.721061076645,119.540464166138,120.947522946126,120.93750109795,1477.55347055814,1477.55347055814,1201.52416584247,1193.47767963278,1210.04374851727,1279.15984300451,295.510694111627,295.510694111627,240.304833168494,238.695535926557,242.008749703453,255.831968600901
"222","RAGGED MTN.",17309,113.404683588648,112.932763416988,113.269721297102,113.243224878308,113.441286115344,114.7212912578,118.628691426663,118.746291545129,118.818619248942,118.896239839287,118.315652726531,117.204677115627,1709.70997654579,1748.08939314508,1778.95443053058,1799.04446727472,1915.83741592813,2246.28472765491,341.941995309158,349.617878629016,355.790886106116,359.808893454944,383.167483185626,449.256945530983
"223","WESTON PASS",17310,114.423461169405,114.984834662194,115.842847455641,116.354468864284,119.678193755404,120.153195114298,114.880481431897,114.631358952383,115.665906943054,116.312327835609,118.04307275432,118.301897540765,1222.76470216507,1455.19752868042,1396.50254150717,1440.27876196311,1556.58147982479,1624.08884328395,244.552940433014,291.039505736084,279.300508301434,288.055752392621,311.316295964958,324.817768656789
"224","COMO",17311,119.160613676052,120.974912711544,123.355862915064,124.001315505623,124.55711626789,121.877221758771,113.771229018135,113.686823212426,115.213760864839,115.682279479214,116.793910546622,115.871477281773,1189.20499814626,1112.79834779013,994.744602294657,1077.03836925496,1068.44784487348,990.054723631212,237.840999629252,222.559669558026,198.948920458931,215.407673850991,213.689568974696,198.010944726242
"225","BENNETT",17312,137.849178290912,136.105057126725,136.613583838669,136.24663217151,135.849007930877,135.302839661128,129.255393203406,127.998808685149,128.479955185338,128.421972020687,128.822688227953,129.838816960783,853.214580942165,833.050178357953,863.274819274057,864.399500826731,873.951966833831,889.052974156239,170.642916188433,166.61003567159,172.654963854811,172.879900165346,174.790393366766,177.810594831248
"226","FLAGLER",17313,129.61937462721,129.484620692778,128.058580367621,128.148213887044,127.773963435285,126.464198712824,118.299927891087,118.582486066054,117.609946766208,117.930322185318,117.603993511,117.942413767639,651.513710767783,669.593355293091,684.839861873065,685.441628140477,687.392721256709,719.767592154183,130.302742153557,133.918671058618,136.967972374613,137.088325628095,137.478544251342,143.953518430837
"227","BURLINGTON",17314,129.350909055825,131.375423442153,132.83250284535,133.026359840184,132.799935713291,133.823470864782,132.489672807496,131.964875616302,130.58679889277,130.660031184128,130.6609637473,130.636296532426,915.92916329147,915.813185900128,900.827303354271,906.221197194759,901.665658005847,918.142378906982,183.185832658294,183.162637180026,180.165460670854,181.244239438952,180.333131601169,183.628475781396
"228","BASIN",17315,106.255383604145,106.796165920279,108.305398488927,108.948868060822,109.412692715355,110.769347703166,114.040604962113,113.78295587223,115.477873143112,115.710002458373,115.911002351104,115.464121893168,871.242558298445,860.282639910465,868.473549796289,873.989024973283,870.619224176401,820.831641383669,174.248511659689,172.056527982093,173.694709959258,174.797804994657,174.12384483528,164.166328276734
